id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
513719,undocumented fp query param in Google search URL,"<p>The <a href=""http://code.google.com/apis/searchappliance/documentation/52/xml_reference.html"" rel=""nofollow noreferrer"">Search Protocol Reference</a> doesn't mention anything about fp param. Yet, it seems to show up sometimes.  Does anyone know what it does?</p>",,0,3,,2009-02-04 22:39:24.547000+00:00,0.0,2013-12-31 00:07:52.253000+00:00,2013-12-31 00:07:52.253000+00:00,,881229.0,,62658.0,,1,7,google-search,2013
876811,WPF Virtualizing a Canvas,"<p>We have a series of rectangles produced inside a Canvas and they are nested in this order ScrollView>Canvas>VirtualizingStackPanel>Rectangles in the XAML.</p>

<p>There seems to be little information on Microsoft about under what senarios Virtualization is supported, and in cases where it isn't no error is thrown, it merely treats it like a standard StackPanel. </p>

<p>Given that our view has roughly 60 rectangles on the screen at any one time out of a total of about 800 on the whole canvas the loading times of about 5 minutes are unacceptably slow.</p>

<p>We have already tryed removing the ScrollView to no effect ( other than removing the scroll bars the performance didn't improve), and removing some of the other nesting elements, the net effect seems to be either nothing is displayed, or its displayed but still slow.</p>

<p>The best solution I've found so far a sample piece of free ware code VirtualizedCanvas but its very very limited and doesn't support anything nested inside it, infact the only input it takes is a collection of UI Elements.</p>

<p>This solution basically ignores the databinding and requires a you to pass a completed Canvas back to it, this renders all our existing code and converters pretty useless, and would be major rework to implement.</p>

<p>Is there a way to simply clip the Virtualize the Canvas to only draw our 60 on screen items?</p>",,0,1,,2009-05-18 09:08:45.897000+00:00,2.0,2019-03-24 23:12:35.820000+00:00,,,,LogicMW,,,1,7,wpf|canvas|virtualization,6332
1014145,Using Delphi to creating Win7 Jump list,"<p>I'm trying to create Jump list on windows 7 for my application using Delphi.</p>

<p>I found this c++ code, but I'm not sure how to translate it to Delphi, any help?</p>

<pre><code>     void CreateJumpList()    
    {        
        ICustomDestinationList *pcdl;    
        HRESULT hr = CoCreateInstance    
                       (CLSID_DestinationList,     
                        NULL, CLSCTX_INPROC_SERVER,    
       IID_PPV_ARGS(&amp;pcdl));          

         if (SUCCEEDED(hr))     
       {    
           hr = pcdl-&gt;SetAppID(c_szAppID);    
            if (SUCCEEDED(hr))    
            {    
                UINT uMaxSlots;    
                IObjectArray *poaRemoved;
                    hr = pcdl-&gt;BeginList    
                    (&amp;uMaxSlots, IID_PPV_ARGS(&amp;poaRemoved));    
                if (SUCCEEDED(hr))    
                {

                    hr = _AddCategoryToList(pcdl, poaRemoved);    
                    if (SUCCEEDED(hr))    
                    {    
                        pcdl-&gt;CommitList();    
                    }    
                    poaRemoved-&gt;Release();    
                }    
            }    
        }    
    }

// This is the helper function that actually 

//appends the items to a collection object HRESULT 


_AddCategoryToList(ICustomDestinationList *pcdl,    
                       IObjectArray *poaRemoved)    
{
    IObjectCollection *poc;    
    HRESULT hr = CoCreateInstance    
(CLSID_EnumerableObjectCollection,     
NULL,     
CLSCTX_INPROC_SERVER,     
IID_PPV_ARGS(&amp;poc));    
    if (SUCCEEDED(hr))    
    {    
        for (UINT i = 0; i &lt; ARRAYSIZE(c_rgpszFiles); i++)    
        {    
            IShellItem *psi;    
            if (SUCCEEDED(SHCreateItemInKnownFolder(    
FOLDERID_Documents,     
KF_FLAG_DEFAULT,     
c_rgpszFiles[i],     
IID_PPV_ARGS(&amp;psi))))    
            {    
                if(!_IsItemInArray(psi, poaRemoved))    
                {    
                    poc-&gt;AddObject(psi);    
                }    
                psi-&gt;Release();
            }    
        }

        IObjectArray *poa;    
        hr = poc-&gt;QueryInterface(IID_PPV_ARGS(&amp;poa));    
        if (SUCCEEDED(hr))    
        {    
            pcdl-&gt;AppendCategory(L""Custom category"", poa);    
            poa-&gt;Release();    
        }    
        poc-&gt;Release();    
    }    
    return hr;    
}
</code></pre>",,0,0,,2009-06-18 17:43:24.617000+00:00,4.0,2011-05-25 11:10:46.010000+00:00,2009-07-01 01:21:42.787000+00:00,,255.0,,24462.0,,1,7,c++|delphi|windows-7|code-conversion|jump-list,2816
1157902,Using ClearType in Graphics32 library (Delphi),"<p>I'm using <a href=""http://www.graphics32.org/wiki/"" rel=""nofollow noreferrer"">Graphics32</a> library in Delphi 2009. Is it possible to render a font using TBitmap32.TextOut method with MS' ClearType technology? I'm aware about GR32's built-in antialiasing (TBitmap32.RenderText) but the overall quality and performance is not gratifying.</p>

<p>[ Update ]</p>

<p>I've encountered another problem - I'm using <a href=""https://stackoverflow.com/questions/921249/font-smoothing-in-delphi"">function</a> from Tondrej's link posted in comments in a TCustomImage32 descendant class' method. An instance of that class is working in a dmBlend mode, and I have problem using it's Font.Color property - the text rendered by using TextOut method is ignoring that property (it renders the text as if it has color value ""alpha""). The problem didn't occure when using RenderText. Apparently things are ok when painting a TPaintBox32 component.</p>",,0,4,,2009-07-21 08:14:08.317000+00:00,1.0,2009-07-21 19:20:17.243000+00:00,2017-05-23 12:25:02.703000+00:00,,-1.0,,140155.0,,1,7,delphi|delphi-2009|cleartype|graphics32,2093
228082,How do I deserialize a SAML assertion in Rampart/C (Axis2/C)?,"<p>I have SAML 1.1 and SAML 1.0 responses in utf-8 <code>char *</code> buffers, and I would like to transform them into Rampart/C <code>saml_response_t *</code> objects.  My question is this:</p>

<p>What is the correct method for creating a <code>saml_response_t</code> from a string?</p>

<p>Ideally I'd like a code sample in C that does this and then disposes of the various parser tools in the correct order, since Axis2/C has some odd ideas about how to free memory.</p>

<p>My efforts to do this have met with failure, resulting mainly in memory faults, but here's what I have.  Keep in mind that the <code>deserialize_buffer()</code> method does just what it says -- converts a buffer into an <code>axiom_node_t *</code>, but I'm open to replacing it as well.</p>

<pre><code>/* : get the raw XML from the SAML assertion */
xml_data = Tcl_GetStringFromObj (objv[2], &amp;xml_length);

/* : parse the response XML for processing */
stream = gstream_mem_create (xml_data, xml_length);
node = Axis2_axiom_deserialize_buffer (env, stream);

/* : build a SAML response from the parsed XML */
saml_response = saml_response_create (env);
saml_response_build (saml_response, node, env);
arraylist = saml_response_get_assertions (saml_response, env);

/* : create our return value object */
obj = Tcl_NewListObj (0, NULL);

/* :- convert the SAML assertion into a string */
for (i = 0;
     i &lt; axutil_array_list_size (arraylist, env);
         i++) {
    saml_assertion = (saml_assertion_t *) axutil_array_list_get (arraylist, env, i);
    if (saml_assertion != NULL) {
        assertion_node = saml_assertion_to_om (saml_assertion, NULL, env);

        element = Tcl_NewStringObj (axiom_node_to_string (node, env), -1);
        Tcl_ListObjAppendElement (interp, obj, element);

        axiom_node_free_tree (assertion_node, env);
    }
}
</code></pre>",,0,2,,2008-10-23 00:48:24.837000+00:00,,2014-03-11 14:51:30.507000+00:00,2013-10-22 20:36:43.663000+00:00,user2555451,,offby1,23309.0,,1,8,saml|rampart|axis2c,961
494769,Create a cross-platform protocol helper that runs a python script,"<p>I'd like to register a protocol handler, like <code>&quot;myapp:&quot;</code>, across OS <code>X</code>, <code>Linux</code>, and <code>Windows</code> so that when someone clicks an <code>URL</code> like <code>&quot;myapp://some/params&quot;</code> in a web browser, a Python script will be called and passed in those params.</p>
<p>Obviously, this would require something being installed on each machine to enable it, but just try to figure out a way to make it work on all three platforms.</p>",,0,2,,2009-01-30 07:16:22.197000+00:00,3.0,2020-12-27 14:05:38.513000+00:00,2020-12-27 14:05:38.513000+00:00,user14023416,,Isaac,60459.0,,1,8,python|url|cross-platform,443
542132,Mocking a HttpContext Response.Output with Moq,"<p>I've been using the MvcMockHelpers class found at <a href=""http://www.hanselman.com/blog/ASPNETMVCSessionAtMix08TDDAndMvcMockHelpers.aspx"" rel=""noreferrer"">Hanselman's blog</a> for passing in a mocked HttpContext. We extended it somewhat to add some authentication data we needed and for the most part this has been great.</p>

<p>The issue we are having is that the context we are giving to the controller has a null value in the HttpContext.Response.Output, which is causing some exceptions to be thrown. I'm not sure what to add to get this working.</p>

<p>Here is the existing FakeHttpConext() method:</p>

<pre><code>public static HttpContextBase FakeHttpContext()
{
    var context = new Mock&lt;HttpContextBase&gt;();
    var request = new Mock&lt;HttpRequestBase&gt;();
    var response = new Mock&lt;HttpResponseBase&gt;();
    var session = new Mock&lt;HttpSessionStateBase&gt;();
    var server = new Mock&lt;HttpServerUtilityBase&gt;();

    // Our identity additions ...
    var user = new Mock&lt;IPrincipal&gt;();
    OurIdentity identity = (OurIdentity)Thread.CurrentPrincipal.Identity;

    context.Expect(ctx =&gt; ctx.Request).Returns(request.Object);
    context.Expect(ctx =&gt; ctx.Response).Returns(response.Object);
    context.Expect(ctx =&gt; ctx.Session).Returns(session.Object);
    context.Expect(ctx =&gt; ctx.Server).Returns(server.Object);
    context.Expect(ctx =&gt; ctx.User).Returns(user.Object);
    context.Expect(ctx =&gt; ctx.User.Identity).Returns(identity);
    return context.Object;
}
</code></pre>

<p>Here is the exploding method (which is part of the MVC Contrib project's XmlResult):</p>

<pre><code>public override void ExecuteResult(ControllerContext context)
{
    if (_objectToSerialize != null)
    {
       var xs = new XmlSerializer(_objectToSerialize.GetType());
       context.HttpContext.Response.ContentType = ""text/xml"";
       xs.Serialize(context.HttpContext.Response.Output, _objectToSerialize);
    }
}
</code></pre>

<p>What do I need to add in the FakeHttpContext method to prevent the null exception when the context.HttpContext.Response.Output is referenced?</p>

<p><strong>Clarification: The solution I'm looking for needs to be done in Moq, not Rhino.</strong> I mentioned Moq in the question title but neglected that in question body.  Sorry for any confusion.</p>

<p><strong>Resolution</strong>
I added the following two lines of code to the FakeHttpContext() method:</p>

<pre><code>var writer = new StringWriter();
context.Expect(ctx =&gt; ctx.Response.Output).Returns(writer);
</code></pre>

<p>This prevents the null exception.  Not sure if its a good answer long term, but it works for now.</p>",,0,0,,2009-02-12 16:25:46.830000+00:00,5.0,2018-02-19 19:39:48.317000+00:00,2011-05-10 06:05:28.420000+00:00,Sailing Judo,41956.0,Sailing Judo,42620.0,,1,8,c#|asp.net-mvc|mocking|moq|httpcontext,7621
637381,Check for garbage collection in .NET?,"<p>Is there a way of checking if an object was collected by the Garbage Collector in .NET?</p>

<p>I'm trying to write an API that'll hook onto some events of objects that are passed in, and I need to make sure I don't use strong references to the object. I know how to do this, but I'd also like to write a unit test to verify this, and that I don't know how to do.</p>",,0,3,,2009-03-12 04:35:50.600000+00:00,,2009-03-12 04:41:50.023000+00:00,,,,Cameron MacFarland,3820.0,,1,8,c#|.net|unit-testing|garbage-collection,1463
862782,How to find the other point of a Unix domain socket on Mac OS X to write/read it?,"<p>I listed open file for a process (a daemon) on my box which runs Mac OS X 10.5 :</p>

<pre><code>&gt;lsof  -p 89
COMMAND PID     USER   FD   TYPE    DEVICE  SIZE/OFF     NODE NAME
...
xxxxx   89 xxxxxxxx    9u  unix 0x34f8990       0t0          -&gt;0x34f8880
</code></pre>

<p>I 'd like to find a way to open this socket and write in it. (that's my obsession this time ..)</p>

<p>How to find the i-node/name of the underlying file in order to reach that socket?
Is there a way to address programatically this adress 0x34f888 from a <strong>shell script</strong>?
If not so, how to do programatically ?</p>

<p>As a comment, I've launched the netstat command and get this result:</p>

<pre><code>&gt; netstat -u
Active LOCAL (UNIX) domain sockets
Address  Type   Recv-Q Send-Q    Inode     Conn     Refs  Nextref Addr
...
 34f8990 stream      0      0        0  34f8880        0        0
...
 34f8880 stream      0      0        0  34f8990        0        0
...
</code></pre>

<p>I am not a network/socket guru. Hope this could give more information</p>",,0,1,,2009-05-14 11:17:46.337000+00:00,0.0,2011-07-06 04:41:36.290000+00:00,,,,,83331.0,,1,8,macos|networking|sockets|netstat|lsof,2134
979677,"Why does Delphi (dcc32.exe) have an option to set a ""Namespace search path""?","<p>The compiler (dcc32.exe) in Delphi 2007 and higher has an option</p>
<pre><code>-NS&lt;namespaces&gt; = Namespace search path
</code></pre>
<p>Is this releated to the compiler options 'Default namespace' and 'Namespace prefixes' in the project options dialog? Search 'path' sounds like a folder (directory) name, so I am not sure what this option is good for.</p>",,0,5,,2009-06-11 06:45:31.553000+00:00,2.0,2021-11-05 10:06:13.290000+00:00,2021-11-05 10:04:40.880000+00:00,,80901.0,,80901.0,,1,8,delphi|namespaces,2178
1190200,How to Compile Mod_Python 3.3.1 for Python 2.6 and Apache 2.2 on Windows?,"<p>I have no experience compiling code other than using Visual Studio's Build command. I am hoping we can create a step by step guide for compiling mod_python on windows. Please be as descriptive as possible.</p>

<p>This is what I've done so far:</p>

<ol>
<li>Download and install <a href=""http://www.python.org/ftp/python/2.6.2/python-2.6.2.msi"" rel=""noreferrer"">python 2.6.2</a></li>
<li>Download and install <a href=""http://apache.mirrors.tds.net/httpd/binaries/win32/apache_2.2.11-win32-x86-openssl-0.9.8i.msi"" rel=""noreferrer"">apache 2.2.11</a></li>
<li>Download the most recent source code for mod_python from <a href=""https://svn.apache.org/repos/asf/quetzalcoatl/mod_python/trunk/"" rel=""noreferrer"">svn</a></li>
</ol>

<p>From here I'm lost to what the next step is. I've downloaded Microsoft Visual C++ 2008 Express Edition.</p>

<p>As mentioned by Hao I've already tried the tutorial mentioned in that link. Here is the error messages I'm receiving with that tutorial.</p>

<pre><code>C:\mod_python\dist&gt;build_installer.bat
Could Not Find C:\mod_python\src\*.obj
running bdist_wininst
running build
running build_py
creating build
creating build\lib.win32-2.6
creating build\lib.win32-2.6\mod_python
copying C:\mod_python\lib\python\mod_python\apache.py -&gt; build\lib.win32-2.6\mod
_python
copying C:\mod_python\lib\python\mod_python\cache.py -&gt; build\lib.win32-2.6\mod_
python
copying C:\mod_python\lib\python\mod_python\cgihandler.py -&gt; build\lib.win32-2.6
\mod_python
copying C:\mod_python\lib\python\mod_python\Cookie.py -&gt; build\lib.win32-2.6\mod
_python
copying C:\mod_python\lib\python\mod_python\importer.py -&gt; build\lib.win32-2.6\m
od_python
copying C:\mod_python\lib\python\mod_python\psp.py -&gt; build\lib.win32-2.6\mod_py
thon
copying C:\mod_python\lib\python\mod_python\publisher.py -&gt; build\lib.win32-2.6\
mod_python
copying C:\mod_python\lib\python\mod_python\python22.py -&gt; build\lib.win32-2.6\m
od_python
copying C:\mod_python\lib\python\mod_python\Session.py -&gt; build\lib.win32-2.6\mo
d_python
copying C:\mod_python\lib\python\mod_python\testhandler.py -&gt; build\lib.win32-2.
6\mod_python
copying C:\mod_python\lib\python\mod_python\util.py -&gt; build\lib.win32-2.6\mod_p
ython
copying C:\mod_python\lib\python\mod_python\__init__.py -&gt; build\lib.win32-2.6\m
od_python
running build_ext
building 'mod_python_so' extension
creating build\temp.win32-2.6
creating build\temp.win32-2.6\Release
creating build\temp.win32-2.6\Release\mod_python
creating build\temp.win32-2.6\Release\mod_python\src
C:\Program Files\Microsoft Visual Studio 9.0\VC\BIN\cl.exe /c /nologo /Ox /MD /W
3 /GS- /DNDEBUG -DWIN32 -DNDEBUG -D_WINDOWS -IC:\mod_python\src\include -Ic:\apa
che\include -IC:\Python26\include -IC:\Python26\PC /TcC:\mod_python\src\mod_pyth
on.c /Fobuild\temp.win32-2.6\Release\mod_python\src\mod_python.obj
mod_python.c
c:\apache\include\ap_config.h(25) : fatal error C1083: Cannot open include file:
 'apr.h': No such file or directory
error: command '""C:\Program Files\Microsoft Visual Studio 9.0\VC\BIN\cl.exe""' fa
iled with exit status 2
</code></pre>",,0,4,,2009-07-27 19:40:19.433000+00:00,,2010-08-02 01:18:31.853000+00:00,2010-08-02 01:18:31.853000+00:00,,437.0,,19490.0,,1,8,python|apache|mod-python,5808
1295863,When to use #import & when @class - iPhone,"<p>I have already created a class named ""Category""</p>

<p>In some online examples I have seen - they have implemented #import ""Category.h""</p>

<p>In some examples - class in pre declared like @category before @interface new class</p>

<p>So I am confused 
=> When to use #import &amp;
=> When to use @class?</p>",,0,0,,2009-08-18 19:06:40.140000+00:00,,2009-08-18 19:12:23.437000+00:00,2009-08-18 19:08:19.887000+00:00,,110088.0,,140765.0,,1,8,iphone|objective-c,1516
215255,String vs string in C#,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/7074/in-c-sharp-what-is-the-difference-between-string-and-string"">In C# what is the difference between String and string</a>  </p>
</blockquote>



<p>In C# the string keyword (highlighted in Visual Studio as a data type) is just a shortcut to the String class right?</p>

<p>In that case, it would be the same to use either while coding from the semantic point of view. However, is it the same from the performance point of view? I mean, when the mapping is performed: during compilation (I guess so), during compilation or during JIT compilation in execution? </p>

<p>Or maybe this is all wrong: string and String are not the same thing in C# so there are some situations where they cannot be interchanged</p>",,0,0,,2008-10-18 16:47:26.087000+00:00,5.0,2011-12-03 19:53:47.043000+00:00,2017-05-23 12:32:39.210000+00:00,Toto,-1.0,Toto,26699.0,,1,264,c#|.net|performance|string|types,58594
102437,Why do all Winforms programs require the [STAThread] attribute?,<p>Why do Winforms programs have the [STAThread] attribute on the Main() method and what are the consequences of removing it?</p>,,0,0,,2008-09-19 14:48:14.063000+00:00,1.0,2011-01-11 15:29:54.777000+00:00,,,,Wheelie,1131.0,,1,9,c#|winforms,5140
142242,What is the best way to pick a random row from a table in MySQL?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/211329/quick-selection-of-a-random-row-from-a-large-table-in-mysql"">quick selection of a random row from a large table in mysql</a>  </p>
</blockquote>



<p>I have seen random rows pulled using queries like this, which are quite inefficient for large data sets. </p>

<pre><code>SELECT id FROM table ORDER BY RANDOM() LIMIT 1
</code></pre>

<p>I have also seen various other RDBMS-specific solutions that don't work with MySQL.</p>

<p>The best thing I can think of doing off-hand is using two queries and doing something like this.</p>

<ol>
<li>Get the number of rows in the table. MyISAM tables store the row count so this is very fast.</li>
<li>Calculate a random number between 0 and rowcount - 1.</li>
<li>Select a row ordered by primary key, with a LIMIT randnum, 1</li>
</ol>

<p>Here's the SQL:</p>

<pre><code>SELECT COUNT(*) FROM table;
SELECT id FROM table LIMIT randnum, 1;
</code></pre>

<p>Does anyone have a better idea?</p>",,0,0,,2008-09-26 21:58:42.167000+00:00,0.0,2011-12-17 19:07:25.747000+00:00,2017-05-23 12:04:26.480000+00:00,David,-1.0,David,3351.0,,1,9,mysql|random,1956
240161,Android application deployment,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/2084745/how-to-install-the-application-on-real-device-without-publishing-and-eclipse"">How to install the application on real device without publishing and Eclipse?</a>  </p>
</blockquote>



<p>Besides the Android Marketplace, what are my options as far as deploying an Android application to someone remotely? </p>

<p>The particular issues I am up against are that I have an application which I have written which addresses a somewhat limited problem, for my sister. She is mostly computer literate, but not a developer and lives hours away.</p>

<p>I could see this same issue being common if a company were to want to develop an application for their shiny new G1s and then deploying their application. Surely there is a non-developer-centric way to do this.</p>",,0,0,,2008-10-27 14:52:45.140000+00:00,1.0,2011-09-23 12:47:33.390000+00:00,2017-05-23 12:12:05.867000+00:00,Gulzar,-1.0,Anthony Potts,22777.0,,1,9,android|deployment,9526
718316,After 17 years is it too late to fix C++ runtime extensibility?,"<p>The 1992 to 1993 timeframe was pivotal and fateful for C++.</p>

<p>In the '92/'93 time frame I worked on a plugin architecture for Aldus PageMaker, which was coded in C++. PageMaker was built on a C++ OOP framework called VAMP, which assisted its portability between Mac OS and Windows.</p>

<p>So we tried to use the features of C++ to build a plugin architecture. This proved to be very problematic for C++ classes due to the so-called brittle base class problem.</p>

<p>I proceeded to write a paper that was published in journals and that I presented at OOPSLA '93 in a reflection workshop. You can read the pdf format of the paper I presented here:</p>

<p><a href=""http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.51.418"" rel=""noreferrer"">Time Invariant Virtual Member Function Dispatching For C++ Evolvable Classes</a>
(Page to the bottom and click <em>View or Download</em>)</p>

<p>I also made contact with Bjarne Stroustrup at a Usenix conference in Portland and proceeded to dialog with him for several months, where he championed the issue of dealing with the brittle base class problem on my behalf. (Alas, other issues were deemed more important at that time - for instance, trying to shepard RTTI through approval.)</p>

<p>Microsoft at this time introduced the COM/DCOM system for the Windows platform that was looked on as a viable solution to the problem. C++ could be used as an implementation language for COM via abstract classes used to define COM interfaces.</p>

<p>However, these days developers shun COM/DCOM - and especially ActiveX, that was based on COM. (In 1994 I went on to work at Microsoft and used C++ and COM/DCOM there for the remainder of the decade. I came to conclude that the technology combination was a definite dead-end. I refer to that experience here: <a href=""http://humbleblogger.blogspot.com/2006/08/building-effective-enterprise.html"" rel=""noreferrer"">Building Effective Enterprise Distributed Software Systems</a>)</p>

<p>In contrast to all this early C++ history, Steve Job's company, NeXT, devised a plugin architecture using Objective C during the early 90s, and that was integral to the NeXT Step framework. Today that lives on vibrantly in Mac OS X on Apple's computers and important platforms such as the iPhone.</p>

<p>I submit Objective C enabled solving the plugin problem in a superior manner.</p>

<p>The champions of Java will cite factors such as garbage collection as to why it is more productive than C++. I won't dispute that, but Objective C has not had garbage collection until very recently with 2.0. On the iPhone garbage collection is still not available. None-the-less, the OS X plugin architecture has been entirely viable - due entirely to the merits of Objective C style of OOP vs C++ OOP.</p>

<p>Interestingly, Java has been used to build the most pervasive plugin architectures that exist for any platform or software development community. The Eclipse IDE plugin architecture, which by now is practically legendary, as such architectures go, incorporated a few years ago the Equinox OSGi module management layer. J2EE app servers have supported a <em>plugin architecture</em> for EJBs for a decade. These days all J2EE app servers of note have likewise incorporated OSGi to manage runtime bindable modules. The Spring Framework and its runtime bindable unit of the Spring Bean has grown to exceed J2EE - primarily on the strength of its system for managing the binding in of the Spring Bean.</p>

<p>The Java community is still struggling to define an official module management standard yet even as things stand, the Java platform supports software architectures that incorporate plugin capability more pervasively than any other programming platform.</p>

<p>Despite the weaknesses of Java as a language relative to C#, and that .NET already has a stronger module implementation in its .NET assembly standard, Java is still light years ahead in terms of everyday software systems in wide use that incorporate some form of plugin architecture. Strangely, the Java community doesn't even consciously realize that this is the underpinning of their continued success as an enterprise development platform.</p>

<p>I personally regard the brittle base class problem of C++ to be it's most fatal flaw.</p>

<p>After 17 years have passed since this issue was highlighted to the C++ community, and to the creator of C++, is it now too late to address it?</p>",,0,3,,2009-04-05 04:03:17.480000+00:00,5.0,2009-04-05 07:06:35.727000+00:00,2009-04-05 07:06:35.727000+00:00,RogerV,48048.0,RogerV,48048.0,,1,9,java|c++|objective-c|plugins|extensibility,687
859438,Good how-to's for accessibility in WPF/XAML?,"<p>I'm building a WPF app and I'm tyring to find information or a walkthrough on how to make it accessible for screen readers. I've trawled through MSDN and found some articles regarding UI Automation (UIA). Basically I found a lot of ""okay, this is UIA! it's used for testing but also accessibility"" but nothing along the lines of ""this is how you use it in WPF"". </p>

<p>Any input would be great. Thanks</p>",,0,2,,2009-05-13 17:59:00.930000+00:00,5.0,2021-05-27 16:41:05.487000+00:00,2012-06-14 17:37:41.930000+00:00,,137626.0,,36234.0,,1,9,wpf|accessibility|screen-readers,1899
1184474,Stopping the self.navigationItem.leftBarButtonItem from exiting a view,"<p>I want to prevent a view from exiting when the users hits the top left navigation bar button.
If I can do this, I can then ask them if they want to save their work or discard it.</p>

<p>I tried this. But it does not give me the pretty arrow on the left hand side, instead it just gives me a button.</p>

<pre><code>self.navigationItem.leftBarButtonItem = [[UIBarButtonItem alloc] initWithTitle:@""Back"" style:UIBarButtonItemStylePlain target:nil action:nil];
</code></pre>

<p>I also tried.</p>

<pre><code>self.navigationItem.backBarButtonItem = [[UIBarButtonItem alloc] initWithTitle:@""Back"" style:UIBarButtonItemStylePlain target:nil action:nil];
</code></pre>

<p>But that did not work. 
I did not see a way to override the selector of this either?  Anyone else had any luck.</p>

<p>Cheers, John.</p>",,0,0,,2009-07-26 12:34:00.447000+00:00,0.0,2013-01-10 09:26:20.120000+00:00,,,,,445492.0,,1,9,iphone,30610
1189660,Speex-encoded SWF?,"<p><a href=""https://stackoverflow.com/questions/1154643/in-flex-dynamically-load-sound-object-from-encoded-bytes"">A project</a> that I'm working on requires being able to dynamically create sound-asset SWF files (using DefineSound tags).  Even though I've been able to successfully create DefineSound tags using raw pcm, I haven't been able to do so with Speex.</p>

<p>The <a href=""http://www.adobe.com/devnet/swf/pdf/swf_file_format_spec_v10.pdf"" rel=""nofollow noreferrer"">SWF format spec</a> (pgs 202-204) specifies that you can use Speex in a DefineSound tag, but its fairly vague about the specifics.  Is it just the output of <code>speex_bits_write</code> with no framing?  Is it the same as the output of speexenc (e.g., an Ogg file)?  Is it a series of frames with a <a href=""http://speex.org/docs/manual/speex-manual/node13.html"" rel=""nofollow noreferrer"">length before each one</a>?  I've tried variations of all these and none of them work.</p>

<p>CS4 can be used to create sound-asset SWFs, which is useful for having a real-world example.  The problem is, the GUI only allows for some encodings (MP3, Nellymoser, raw, etc), but not Speex.</p>

<p>So, my question is: has anyone done this?  Can you point me to a reference implementation or an example Speex SWF?</p>",,0,3,,2009-07-27 18:00:14.987000+00:00,4.0,2011-05-03 03:27:34.793000+00:00,2017-05-23 12:07:04.890000+00:00,,-1.0,,89218.0,,1,9,apache-flex|actionscript-3|flash|speex,704
1211923,How to use NSzombie in xcode?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/5386160/how-to-enable-nszombie-on-xcode-4"">How to enable NSZombie on Xcode 4?</a>  </p>
</blockquote>



<p>My application is crashing a lot! How do I find the error through NSZombie?</p>

<p>Could someone give me step by step instructions to use NSZombie or the Valgrind tool to find memory errors, reference errors, etc.</p>",,0,0,,2009-07-31 10:56:14.760000+00:00,2.0,2011-10-10 11:44:29.500000+00:00,2017-05-23 10:26:55.517000+00:00,,-1.0,,83905.0,,1,9,objective-c|iphone|xcode|memory-management|nszombie,23541
43243,How does Web Routing Work?,"<p>I need a good understanding of the inner workings of System.Web.Routing.
Usually we define the RoutesTable. But how does it do the routing?</p>

<p>The reason I'm asking it is that I want to pass the routing to subapps. What I want to see working is a way of passing the current request to mvc apps that work in other AppDomains.
Just to make it clear this is what I'm imagining
I have a MVC APP that only has the barebone Global.asax and that loads in other app domains some dlls that are mvc apps.. and the comunication is done through a transparent proxy created through _appDomain.CreateInstanceAndUnwrap(...).</p>

<p>Hope this is clear enough.</p>

<p><strong>Edit:</strong> from what I can tell the codebehind Default.aspx is invoked on the first page reguest and that starts the MvcHttpHandler that does all the voodoo of displaying the pages we are requesting. So it might just be a matter of passing the http context. 
If you have any ideas on matter please post your thoughts. </p>",,0,0,,2008-09-04 06:12:45.860000+00:00,7.0,2008-09-04 12:50:25.060000+00:00,2008-09-04 11:36:26.533000+00:00,Ian Nelson,2084.0,Mihai Lazar,4204.0,,1,10,asp.net-mvc,1842
52431,"How do I draw text using OpenGL, SDL and C++?","<p>I heard about SDL_TFF which I read about <a href=""http://www.gamedev.net/reference/articles/article1953.asp"" rel=""noreferrer"">here</a> but I don't understand how am I supposed to connect the TrueType2 library.</p>

<p>Maybe there is something better out there?</p>",,0,1,,2008-09-09 17:33:45.803000+00:00,2.0,2008-10-16 14:57:34.753000+00:00,,,,winter,44972.0,,1,10,c++|opengl|sdl,23720
375910,Creating a Temp Dir in Java,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/617414/create-a-temporary-directory-in-java"">Create a temporary directory in Java</a>  </p>
</blockquote>



<p>I have a test for a create DB method and I need a temp directory to put it in. The directory will be removed after the test is done. I tried using <code>File.createTempFile()</code>, like so:</p>

<pre><code>tempDir = File.createTempFile(""install"", ""dir"");
tempDir.mkdir();
</code></pre>

<p>But <code>tempDir</code> is already exists as a file. How do I create a temp directory as opposed to a file?</p>",,0,1,,2008-12-17 20:28:25.590000+00:00,1.0,2011-06-19 17:15:17.127000+00:00,2017-05-23 11:49:26.567000+00:00,,-1.0,sblundy,4893.0,,1,10,java,13317
